"CallID","EmployeeID","CallDate","CallType","CurrentCustomer","Territory","CompanyType","EstimatedCompanyRev","FlaggedForCallBack","CallDuration","Score"
"CID.3883","REP-9","2015-04-10","Pricing","yes","West","Retail","6-10","No",1280,0.579513617092744
"CID.3884","REP-3","2014-07-18","Billing","no","East","None","6-10","No",2170,0.973456730367616
"CID.3885","REP-28","2015-02-06","Billing","yes","Midwest","Retail","10-25","No",100,0.00766056217253208
"CID.3886","REP-22","2015-03-06","Pricing","no","Midwest","Tech","10-25","No",2330,0.260900361929089
"CID.3887","REP-7","2014-12-11","Product Information","yes","East","Sales","10-25","No",3850,0.322538749314845
"CID.3888","REP-20","2014-10-24","MISC","no","West","Retail","1-5","No",500,0.357736492529511
"CID.3889","REP-28","2014-12-08","Pricing","yes","Midwest","Academic","10-25","No",2730,0.43997469637543
"CID.3890","REP-10","2014-12-26","Billing","no","East","Govt","25-50","No",1500,0.974567407043651
"CID.3891","REP-7","2014-05-28","Product Information","no","Midwest","Academic","10-25","No",1000,0.874464627122506
"CID.3892","REP-26","2015-04-16","Product Information","no","Midwest","Utility","10-25","No",2560,0.850366447586566
"CID.3893","REP-4","2015-01-26","Pricing","no","Midwest","Govt","10-25","Yes",3990,0.307155567687005
"CID.3894","REP-20","2014-10-17","Tech Question","no","East","Govt","10-25","No",2740,0.69039998203516
"CID.3895","REP-13","2014-11-15","Product Information","no","Midwest","Tech","10-25","No",3660,0.189044861355796
"CID.3896","REP-30","2015-03-13","Billing","yes","Midwest","Sales","10-25","No",1130,0.00705095869489014
"CID.3897","REP-8","2014-08-31","MISC","no","Midwest","None","6-10","No",1920,0.515637561678886
"CID.3898","REP-26","2014-05-21","MISC","yes","Midwest","Tech","50+","No",1650,0.676348565611988
"CID.3899","REP-34","2014-12-16","Tech Question","yes","West","Academic","<1","No",3780,0.0540257873944938
"CID.3900","REP-26","2015-03-17","MISC","no","East","Sales","<1","No",360,0.397274040617049
"CID.3901","REP-34","2015-03-11","Pricing","no","Midwest","Utility","10-25","Yes",2900,0.311750020133331
"CID.3902","REP-10","2015-04-04","Billing","no","Midwest","Govt","10-25","No",3340,0.301458345958963
"CID.3903","REP-15","2014-12-25","Billing","no","West","None","10-25","No",2020,0.743512924527749
"CID.3904","REP-29","2015-04-11","Product Information","yes","East","Sales","6-10","No",1760,0.910710910102352
"CID.3905","REP-2","2015-02-25","Billing","no","Midwest","Academic","10-25","No",3240,0.476070175180212
"CID.3906","REP-22","2014-11-14","Pricing","no","East","Academic","10-25","No",3950,0.245743496343493
"CID.3907","REP-4","2015-03-12","MISC","yes","West","Retail","25-50","No",2790,0.981837634928524
"CID.3908","REP-3","2015-02-16","Pricing","yes","East","Retail","6-10","No",30,0.171923743793741
"CID.3909","REP-34","2014-09-29","MISC","no","Midwest","Academic","25-50","No",3510,0.329217989230528
"CID.3910","REP-35","2015-02-05","Product Information","yes","West","Sales","6-10","No",3550,0.353339695837349
"CID.3911","REP-14","2015-03-31","Tech Question","no","West","None","1-5","No",1250,0.304391790181398
"CID.3912","REP-24","2015-04-24","Tech Question","no","Midwest","Tech","10-25","No",250,0.890684285899624
"CID.3913","REP-22","2015-05-17","Tech Question","yes","Midwest","Tech","10-25","Yes",500,0.122951939469203
"CID.3914","REP-32","2014-12-07","Billing","yes","Midwest","Utility","10-25","No",1060,0.475503098452464
"CID.3915","REP-29","2014-07-18","Pricing","yes","East","Tech","25-50","No",430,0.273485634475946
"CID.3916","REP-4","2014-07-14","Product Information","yes","East","Academic","50+","No",410,0.823211822193116
"CID.3917","REP-24","2015-02-12","MISC","yes","East","Academic","10-25","No",410,0.310238560661674
"CID.3918","REP-7","2015-01-02","Tech Question","no","West","Sales","6-10","No",810,0.927241806406528
"CID.3919","REP-4","2014-08-04","Billing","no","Midwest","Academic","10-25","No",2160,0.679431580007076
"CID.3920","REP-16","2014-12-26","Product Information","yes","Midwest","Academic","25-50","Yes",1250,0.0184647000860423
"CID.3921","REP-31","2014-09-03","Billing","no","West","None","<1","No",1490,0.970565780531615
"CID.3922","REP-17","2014-09-13","Tech Question","yes","Midwest","Academic","25-50","No",2960,0.695005011977628
"CID.3923","REP-32","2015-02-18","Product Information","no","Midwest","Govt","10-25","No",1510,0.482028553960845
"CID.3924","REP-24","2014-06-12","Billing","yes","West","Sales","<1","No",3370,0.844213097821921
"CID.3925","REP-29","2015-03-03","MISC","no","Midwest","Sales","1-5","No",410,0.562056031310931
"CID.3926","REP-20","2015-02-27","Product Information","yes","West","Govt","10-25","No",1930,0.247157246572897
"CID.3927","REP-29","2015-03-04","Tech Question","no","West","Sales","<1","Yes",3610,0.107690465403721
"CID.3928","REP-23","2015-04-21","Billing","yes","Midwest","Tech","6-10","No",1260,0.464473391883075
"CID.3929","REP-27","2014-06-15","Tech Question","yes","Midwest","None","10-25","No",700,0.660890973871574
"CID.3930","REP-30","2015-01-03","Billing","yes","West","Utility","50+","No",3060,0.807753172703087
"CID.3931","REP-25","2014-12-25","Tech Question","no","West","Tech","6-10","No",1180,0.919425195315853
"CID.3932","REP-27","2015-04-13","Billing","yes","Midwest","Sales","6-10","No",2870,0.644045064691454
"CID.3933","REP-29","2015-02-23","Billing","no","West","Retail","10-25","No",1870,0.816445948788896
"CID.3934","REP-27","2015-03-17","Billing","yes","West","Govt","<1","No",3560,0.971811919938773
"CID.3935","REP-15","2015-01-30","MISC","yes","Midwest","Sales","50+","Yes",3300,0.478730423143134
"CID.3936","REP-8","2014-07-05","MISC","yes","West","Utility","10-25","No",2510,0.107663959264755
"CID.3937","REP-30","2014-12-09","MISC","no","Midwest","Retail","10-25","No",3280,0.220872306264937
"CID.3938","REP-20","2014-09-17","Tech Question","yes","West","None","10-25","No",1470,0.146445489721373
"CID.3939","REP-19","2015-02-01","Tech Question","no","East","Retail","50+","No",370,0.264471690636128
"CID.3940","REP-19","2015-02-12","Billing","yes","Midwest","Academic","10-25","No",750,0.669352383818477
"CID.3941","REP-21","2015-01-28","Billing","yes","West","Sales","25-50","No",980,0.479555010329932
"CID.3942","REP-18","2014-06-18","Pricing","yes","West","Utility","10-25","No",320,0.686744816368446
"CID.3943","REP-1","2015-01-08","Tech Question","no","Midwest","Retail","10-25","Yes",250,0.927078682463616
"CID.3944","REP-28","2014-06-15","Product Information","yes","West","Sales","6-10","No",2730,0.272489562164992
"CID.3945","REP-26","2014-07-26","Pricing","no","West","Govt","<1","No",110,0.275033028563485
"CID.3946","REP-35","2014-10-03","MISC","yes","Midwest","Utility","6-10","No",710,0.549276173813269
"CID.3947","REP-6","2015-03-01","Tech Question","yes","East","Academic","50+","No",3320,0.978533151559532
"CID.3948","REP-22","2014-06-05","Pricing","no","Midwest","Govt","10-25","No",1540,0.521738399518654
"CID.3949","REP-33","2014-09-23","MISC","yes","Midwest","Govt","10-25","No",2070,0.155445498414338
"CID.3950","REP-3","2014-09-21","MISC","no","West","Academic","25-50","No",900,0.0245099978055805
"CID.3951","REP-3","2015-04-11","MISC","yes","East","Academic","1-5","No",1930,0.23414518032223
"CID.3952","REP-32","2014-09-08","Billing","no","West","Retail","10-25","No",1610,0.944327530451119
"CID.3953","REP-8","2015-04-09","MISC","no","East","None","10-25","Yes",3570,0.00670045241713524
"CID.3954","REP-8","2015-03-06","Billing","yes","Midwest","Tech","25-50","No",2840,0.897694365819916
"CID.3955","REP-13","2015-04-07","Tech Question","no","Midwest","Tech","10-25","No",1050,0.892026045359671
"CID.3956","REP-34","2015-05-06","Tech Question","yes","Midwest","Sales","6-10","No",1480,0.369236401282251
"CID.3957","REP-22","2014-08-20","Product Information","yes","West","Utility","<1","No",720,0.418504954548553
"CID.3958","REP-14","2015-04-15","Billing","no","West","Govt","10-25","No",1450,0.0377987381070852
"CID.3959","REP-6","2014-11-12","MISC","no","Midwest","Tech","10-25","No",3080,0.35815400374122
"CID.3960","REP-15","2014-11-02","Product Information","yes","Midwest","Academic","25-50","No",1530,0.221064716111869
"CID.3961","REP-14","2014-12-03","Tech Question","no","West","Govt","10-25","No",1340,0.593179385643452
"CID.3962","REP-15","2015-04-28","Product Information","no","East","Academic","1-5","No",810,0.880637490423396
"CID.3963","REP-32","2014-12-22","Pricing","no","East","Utility","25-50","No",380,0.138371581910178
"CID.3964","REP-31","2014-07-04","Pricing","yes","Midwest","Tech","10-25","No",3540,0.327919591218233
"CID.3965","REP-1","2014-06-05","Product Information","yes","Midwest","Govt","10-25","No",2050,0.212866235757247
"CID.3966","REP-28","2015-02-01","Tech Question","yes","Midwest","Govt","50+","No",1400,0.734599170507863
"CID.3967","REP-32","2014-06-10","Billing","yes","Midwest","Retail","10-25","No",20,0.794520794181153
"CID.3968","REP-23","2014-09-13","MISC","no","East","Academic","10-25","No",1300,0.860344447661191
"CID.3969","REP-12","2014-05-23","Billing","yes","Midwest","Sales","10-25","No",910,0.435911250300705
"CID.3970","REP-12","2014-06-15","Tech Question","yes","Midwest","Sales","50+","No",740,0.147449927171692
"CID.3971","REP-12","2015-01-14","Billing","yes","Midwest","Tech","10-25","No",1520,0.911521434783936
"CID.3972","REP-34","2015-04-03","Billing","no","Midwest","Retail","10-25","No",700,0.266032476210967
"CID.3973","REP-9","2014-11-25","Billing","yes","Midwest","Govt","<1","No",3450,0.485612719552591
"CID.3974","REP-29","2014-05-26","Pricing","no","East","Govt","6-10","No",1780,0.0398773134220392
"CID.3975","REP-8","2015-02-07","Product Information","yes","Midwest","Utility","10-25","No",1510,0.115561771206558
"CID.3976","REP-7","2014-10-06","Tech Question","yes","Midwest","Retail","6-10","No",2880,0.955699703888968
"CID.3977","REP-25","2015-03-02","MISC","no","Midwest","Academic","25-50","Yes",1050,0.494224183959886
"CID.3978","REP-4","2014-09-13","Billing","no","Midwest","Academic","6-10","No",2720,0.425137288169935
"CID.3979","REP-10","2015-03-03","MISC","no","West","None","25-50","No",1100,0.160147440154105
"CID.3980","REP-12","2015-04-02","Billing","no","West","Utility","10-25","No",3570,0.683271437883377
"CID.3981","REP-27","2014-09-01","Product Information","no","East","Tech","25-50","No",3590,0.660927102901042
"CID.3982","REP-33","2015-01-23","Billing","no","Midwest","Retail","50+","No",2600,0.868667267961428
"CID.3983","REP-14","2015-03-12","Pricing","no","West","Retail","50+","No",2820,0.88140948372893
"CID.3984","REP-26","2014-11-08","Pricing","no","West","Tech","50+","No",3630,0.0137912738136947
"CID.3985","REP-9","2014-06-12","Billing","no","Midwest","Tech","1-5","No",3290,0.710633299546316
"CID.3986","REP-35","2014-11-06","Billing","no","West","Utility","10-25","No",2130,0.951983857201412
"CID.3987","REP-1","2015-01-01","Tech Question","no","Midwest","Sales","10-25","No",310,0.826517154695466
"CID.3988","REP-7","2014-11-30","Pricing","no","West","Retail","50+","No",680,0.813556847628206
"CID.3989","REP-33","2014-10-17","MISC","no","Midwest","Retail","1-5","Yes",2900,0.466617450350896
"CID.3990","REP-22","2014-11-30","Pricing","no","East","Academic","10-25","Yes",3770,0.374769869958982
"CID.3991","REP-30","2014-11-14","Product Information","no","East","None","10-25","No",3890,0.446016673231497
"CID.3992","REP-19","2014-07-08","Pricing","yes","Midwest","None","10-25","No",2850,0.872321612900123
"CID.3993","REP-18","2015-04-07","Pricing","no","West","None","6-10","Yes",1460,0.749993330799043
"CID.3994","REP-26","2014-07-24","Billing","no","East","Govt","6-10","No",3110,0.431457765167579
"CID.3995","REP-26","2015-04-01","Pricing","no","Midwest","Sales","10-25","No",680,0.141891515813768
"CID.3996","REP-8","2015-02-20","Product Information","yes","Midwest","Govt","10-25","No",3680,0.462341441307217
"CID.3997","REP-13","2014-11-08","Product Information","no","Midwest","Utility","1-5","No",1370,0.629763351287693
"CID.3998","REP-28","2014-09-09","Tech Question","no","East","Sales","50+","Yes",20,0.839497204637155
"CID.3999","REP-16","2014-08-22","MISC","no","East","Govt","10-25","No",3230,0.554064982570708
"CID.4000","REP-7","2014-08-06","Pricing","no","Midwest","Utility","25-50","No",3030,0.286083835642785
"CID.4001","REP-15","2014-06-15","Product Information","no","West","Utility","10-25","No",2830,0.0735289582516998
"CID.4002","REP-5","2015-04-08","Tech Question","yes","Midwest","Utility","<1","No",2540,0.702193161472678
"CID.4003","REP-29","2014-06-27","Product Information","no","West","Retail","10-25","No",1190,0.0356849138624966
"CID.4004","REP-15","2014-08-01","Billing","yes","East","Govt","10-25","No",2620,0.195347494678572
"CID.4005","REP-35","2015-03-30","Product Information","yes","East","Retail","10-25","No",3610,0.955348439514637
"CID.4006","REP-32","2014-07-22","Tech Question","no","East","Academic","10-25","No",1450,0.0876943662296981
"CID.4007","REP-24","2015-04-09","Product Information","no","West","Academic","10-25","No",930,0.120921693276614
"CID.4008","REP-1","2015-04-16","Product Information","yes","Midwest","Academic","6-10","No",1480,0.357127821305767
"CID.4009","REP-27","2015-04-29","Billing","yes","East","Utility","10-25","No",3500,0.361988823860884
"CID.4010","REP-18","2014-07-21","Pricing","no","Midwest","Academic","10-25","No",3780,0.160048766061664
"CID.4011","REP-21","2014-11-22","MISC","yes","Midwest","Retail","10-25","No",1890,0.95523904170841
"CID.4012","REP-30","2015-02-03","MISC","no","Midwest","Utility","10-25","No",3630,0.54884196491912
"CID.4013","REP-16","2014-11-15","Pricing","yes","East","Sales","1-5","Yes",3820,0.703815721906722
"CID.4014","REP-27","2014-10-26","Product Information","no","West","Utility","10-25","No",1330,0.86086941557005
"CID.4015","REP-7","2014-11-12","Tech Question","no","West","None","10-25","No",3380,0.963516533840448
"CID.4016","REP-14","2014-12-26","Pricing","no","Midwest","Academic","1-5","No",1140,0.28444579266943
"CID.4017","REP-6","2014-06-20","MISC","yes","Midwest","Utility","<1","No",1950,0.939388007856905
"CID.4018","REP-12","2015-02-23","Product Information","no","West","None","10-25","No",1100,0.100821406347677
"CID.4019","REP-30","2014-10-09","MISC","no","Midwest","Tech","<1","No",2940,0.862493984168395
"CID.4020","REP-24","2014-12-17","Billing","yes","East","Tech","50+","No",3490,0.981454071588814
"CID.4021","REP-26","2014-10-28","Billing","no","Midwest","Tech","<1","No",3540,0.0887354207225144
"CID.4022","REP-4","2015-01-22","MISC","no","Midwest","None","10-25","No",2050,0.395753024145961
"CID.4023","REP-24","2015-05-04","MISC","no","West","Academic","6-10","No",2540,0.413128605112433
"CID.4024","REP-19","2014-11-12","Pricing","no","Midwest","Tech","<1","No",4000,0.973748308606446
"CID.4025","REP-20","2015-02-23","Billing","no","West","Retail","<1","No",140,0.284164276439697
"CID.4026","REP-10","2014-09-20","Tech Question","yes","West","None","10-25","No",1310,0.0134842526167631
"CID.4027","REP-34","2014-09-03","Pricing","no","West","Retail","10-25","No",1190,0.743220159783959
"CID.4028","REP-6","2014-11-02","Billing","yes","West","Sales","10-25","No",3620,0.197764137294143
"CID.4029","REP-11","2015-05-18","Pricing","yes","West","Govt","10-25","No",1790,0.611321800155565
"CID.4030","REP-22","2014-11-16","MISC","yes","West","None","10-25","No",490,0.316415213281289
"CID.4031","REP-28","2014-10-05","Tech Question","no","Midwest","Retail","10-25","No",2200,0.112808914389461
"CID.4032","REP-28","2015-02-04","MISC","no","Midwest","Academic","10-25","No",370,0.363827077439055
"CID.4033","REP-9","2014-12-23","Product Information","no","West","Tech","10-25","Yes",2160,0.624411196215078
"CID.4034","REP-1","2015-05-04","Pricing","yes","West","Tech","6-10","No",2260,0.465835665119812
"CID.4035","REP-32","2014-12-04","Billing","yes","East","Tech","6-10","No",1560,0.0176274359691888
"CID.4036","REP-31","2014-08-07","Billing","no","West","Academic","50+","No",190,0.693950213957578
"CID.4037","REP-23","2015-04-02","Billing","no","West","Govt","<1","No",1140,0.505567253101617
"CID.4038","REP-14","2014-11-22","MISC","yes","West","Academic","10-25","No",1540,0.443538283463567
"CID.4039","REP-16","2014-08-30","Tech Question","no","Midwest","Tech","10-25","No",3200,0.0984599643852562
"CID.4040","REP-9","2014-10-13","Product Information","yes","Midwest","Utility","25-50","No",920,0.700943970587105
"CID.4041","REP-15","2014-05-29","Product Information","no","Midwest","Govt","1-5","No",980,0.331043079262599
"CID.4042","REP-16","2015-02-02","Tech Question","no","East","None","10-25","No",3380,0.364067324902862
"CID.4043","REP-21","2015-01-27","Product Information","yes","Midwest","Sales","10-25","No",520,0.148868257645518
"CID.4044","REP-31","2015-05-13","Tech Question","no","East","Retail","10-25","No",2510,0.861863073892891
"CID.4045","REP-15","2014-07-03","Billing","no","Midwest","Academic","10-25","No",2300,0.429891246603802
"CID.4046","REP-25","2015-01-26","Product Information","yes","West","None","10-25","No",3060,0.647758075036108
"CID.4047","REP-16","2015-01-25","Tech Question","no","Midwest","None","10-25","No",880,0.625939696328714
"CID.4048","REP-8","2014-10-23","Tech Question","no","Midwest","Sales","25-50","No",3650,0.634027815191075
"CID.4049","REP-31","2014-10-20","Billing","yes","Midwest","Utility","10-25","No",2620,0.420200302265584
"CID.4050","REP-16","2015-04-24","Product Information","yes","Midwest","None","10-25","No",2130,0.246971366694197
"CID.4051","REP-14","2014-09-25","Product Information","no","Midwest","Utility","<1","No",3780,0.738461090484634
"CID.4052","REP-22","2014-08-09","Product Information","no","Midwest","Govt","10-25","No",3340,0.0427686113398522
"CID.4053","REP-25","2015-05-19","Billing","yes","Midwest","None","6-10","No",1860,0.679201885359362
"CID.4054","REP-11","2015-04-14","Tech Question","yes","East","Tech","10-25","Yes",3310,0.908618910470977
"CID.4055","REP-27","2015-03-10","Billing","no","West","Govt","25-50","No",3990,0.874406818300486
"CID.4056","REP-20","2014-08-28","Pricing","no","Midwest","Academic","<1","No",170,0.732166387606412
"CID.4057","REP-8","2014-12-29","Billing","yes","East","Academic","50+","No",2860,0.281318329507485
"CID.4058","REP-15","2014-08-22","Product Information","no","West","Govt","50+","No",3670,0.888094604713842
"CID.4059","REP-16","2014-07-17","Product Information","yes","Midwest","Sales","10-25","No",4000,0.592286209343001
"CID.4060","REP-2","2015-03-03","Tech Question","no","Midwest","Academic","10-25","No",3340,0.786261590896174
"CID.4061","REP-2","2014-11-30","Product Information","no","Midwest","Utility","50+","No",3680,0.00177144445478916
"CID.4062","REP-34","2015-03-17","MISC","yes","Midwest","Retail","10-25","No",2540,0.230175594799221
"CID.4063","REP-3","2014-12-15","Tech Question","no","Midwest","Govt","<1","Yes",120,0.20344342594035
"CID.4064","REP-28","2015-05-04","Billing","yes","Midwest","None","6-10","No",2770,0.908139628125355
"CID.4065","REP-11","2014-06-09","Billing","no","East","Retail","10-25","No",580,0.245643350062892
"CID.4066","REP-29","2015-02-14","Billing","no","Midwest","Govt","6-10","Yes",350,0.564443378476426
"CID.4067","REP-24","2015-02-08","MISC","yes","Midwest","Govt","10-25","Yes",3660,0.900968039641157
"CID.4068","REP-7","2014-11-30","MISC","no","West","Retail","50+","No",3880,0.71709360415116
"CID.4069","REP-23","2014-05-30","Tech Question","no","East","Academic","<1","No",1280,0.47397132543847
"CID.4070","REP-16","2014-06-25","Product Information","yes","West","Tech","10-25","No",230,0.586903741816059
"CID.4071","REP-27","2014-10-21","MISC","yes","Midwest","Sales","6-10","No",190,0.0691368202678859
"CID.4072","REP-26","2014-08-26","Pricing","no","Midwest","None","10-25","No",1110,0.00330317486077547
"CID.4073","REP-26","2014-10-05","MISC","no","East","Utility","25-50","No",1970,0.0835723010823131
"CID.4074","REP-17","2015-02-11","Tech Question","yes","West","Sales","6-10","No",1590,0.462157677160576
"CID.4075","REP-9","2015-04-04","Billing","no","West","None","25-50","No",1190,0.55466318060644
"CID.4076","REP-24","2014-08-20","Product Information","yes","East","Tech","10-25","No",3930,0.692087780218571
"CID.4077","REP-32","2014-06-24","Tech Question","yes","West","Utility","6-10","No",1500,0.306530253961682
"CID.4078","REP-23","2014-07-05","Product Information","no","West","Tech","10-25","No",550,0.480759408092126
"CID.4079","REP-33","2015-04-08","MISC","no","Midwest","None","10-25","No",1940,0.124900827882811
"CID.4080","REP-29","2014-06-27","Tech Question","yes","Midwest","Sales","<1","No",3850,0.691678776405752
"CID.4081","REP-11","2014-08-28","Pricing","yes","Midwest","None","10-25","No",740,0.644070264184847
"CID.4082","REP-9","2014-11-01","Pricing","yes","East","Govt","<1","No",1370,0.856370463036001
"CID.4083","REP-28","2015-01-19","Billing","no","Midwest","Sales","10-25","No",470,0.662099479231983
"CID.4084","REP-24","2014-06-17","Pricing","no","West","Utility","6-10","No",1330,0.662505277665332
"CID.4085","REP-30","2014-12-14","MISC","no","East","None","10-25","No",910,0.484175737248734
"CID.4086","REP-20","2014-11-26","Billing","no","Midwest","Retail","6-10","No",1040,0.454472460085526
"CID.4087","REP-12","2014-06-12","Tech Question","no","East","Retail","6-10","No",2190,0.0769682079553604
"CID.4088","REP-1","2014-07-23","Tech Question","yes","West","None","6-10","No",3730,0.776585092535242
"CID.4089","REP-25","2014-10-06","Product Information","no","West","Govt","6-10","No",1750,0.504974030889571
"CID.4090","REP-30","2014-11-28","Product Information","yes","Midwest","Academic","25-50","No",430,0.616480988683179
"CID.4091","REP-17","2014-12-29","Pricing","yes","West","Utility","1-5","No",1140,0.802488174056634
"CID.4092","REP-18","2014-11-04","Pricing","yes","Midwest","None","10-25","No",2870,0.115527828689665
"CID.4093","REP-34","2015-05-03","Tech Question","yes","Midwest","Tech","25-50","No",1340,0.452084990916774
"CID.4094","REP-14","2014-08-12","Pricing","no","Midwest","Tech","6-10","No",3860,0.471951331710443
"CID.4095","REP-3","2015-01-24","MISC","yes","West","Utility","10-25","No",820,0.103855961933732
"CID.4096","REP-3","2014-07-20","Product Information","yes","Midwest","None","6-10","No",1020,0.485697643365711
"CID.4097","REP-26","2015-04-22","MISC","no","Midwest","Academic","25-50","No",3480,0.846494074212387
"CID.4098","REP-4","2014-11-19","MISC","no","East","Govt","25-50","Yes",1310,0.734082077397034
"CID.4099","REP-33","2014-07-04","Billing","yes","Midwest","Retail","<1","No",2820,0.439923564903438
"CID.4100","REP-26","2015-02-10","Billing","no","East","Sales","<1","No",290,0.663355019409209
"CID.4101","REP-2","2014-12-04","Tech Question","no","West","Utility","25-50","No",3300,0.507383281830698
"CID.4102","REP-5","2014-07-10","Pricing","yes","Midwest","None","25-50","No",110,0.4914421425201
"CID.4103","REP-12","2015-01-17","Pricing","no","West","Sales","10-25","No",1690,0.223136994522065
"CID.4104","REP-26","2014-08-13","Product Information","no","West","Govt","10-25","No",210,0.8369360412471
"CID.4105","REP-30","2014-08-06","Billing","yes","West","Academic","<1","No",3960,0.562375319423154
"CID.4106","REP-6","2014-07-11","Tech Question","yes","West","Tech","10-25","No",3220,0.436830681748688
"CID.4107","REP-24","2015-05-10","MISC","no","West","Retail","6-10","No",2920,0.833437925903127
"CID.4108","REP-6","2015-04-25","Tech Question","yes","East","Sales","10-25","No",390,0.777403539977968
"CID.4109","REP-19","2014-12-15","MISC","yes","Midwest","Govt","10-25","No",1990,0.321893610758707
"CID.4110","REP-26","2014-12-05","Pricing","no","Midwest","Retail","6-10","No",3010,0.0293272521812469
"CID.4111","REP-8","2014-08-21","Billing","yes","East","Sales","25-50","Yes",1170,0.16518055438064
"CID.4112","REP-22","2014-09-11","Tech Question","yes","Midwest","Retail","25-50","No",3650,0.642734206048772
"CID.4113","REP-24","2015-01-28","MISC","yes","Midwest","Sales","50+","No",400,0.475595155730844
"CID.4114","REP-12","2015-03-02","Billing","no","Midwest","Govt","10-25","No",450,0.7844903038349
"CID.4115","REP-31","2014-10-30","Billing","no","Midwest","None","1-5","No",2990,0.970245759468526
"CID.4116","REP-9","2015-04-01","Tech Question","no","West","Utility","10-25","No",620,0.194558230461553
"CID.4117","REP-24","2014-10-18","Tech Question","no","Midwest","Sales","10-25","Yes",2910,0.402536710258573
"CID.4118","REP-17","2015-05-13","Billing","no","East","Sales","<1","No",3590,0.857012636959553
"CID.4119","REP-5","2014-11-18","Tech Question","no","Midwest","None","10-25","Yes",420,0.670327574480325
"CID.4120","REP-9","2014-06-21","MISC","yes","Midwest","Tech","10-25","No",3990,0.22882568044588
"CID.4121","REP-7","2014-11-07","MISC","no","Midwest","Retail","50+","No",980,0.275047209113836
"CID.4122","REP-2","2014-05-26","Product Information","yes","Midwest","Utility","6-10","No",370,0.0716536291874945
"CID.4123","REP-8","2015-03-29","Tech Question","yes","East","Academic","10-25","Yes",2780,0.148266360396519
"CID.4124","REP-25","2015-01-01","Tech Question","no","East","Sales","<1","No",3350,0.816628928063437
"CID.4125","REP-3","2015-04-06","Product Information","no","West","Sales","25-50","No",1270,0.449990415479988
"CID.4126","REP-3","2014-10-04","Pricing","no","West","Tech","10-25","No",3140,0.946823385311291
"CID.4127","REP-25","2015-01-28","Tech Question","yes","Midwest","Govt","10-25","No",2930,0.188025509007275
"CID.4128","REP-12","2015-04-29","MISC","yes","Midwest","None","10-25","No",1670,0.0344026132952422
"CID.4129","REP-14","2015-04-09","Product Information","no","Midwest","Academic","50+","No",1440,0.626105977687985
"CID.4130","REP-35","2015-01-15","Billing","yes","Midwest","None","25-50","No",3610,0.922179689863697
"CID.4131","REP-31","2014-09-17","Pricing","yes","East","Retail","<1","No",2990,0.588086102390662
"CID.4132","REP-21","2015-05-13","Pricing","no","West","Govt","10-25","No",2560,0.273789697792381
"CID.4133","REP-24","2015-02-19","Product Information","yes","West","Academic","10-25","No",890,0.502428286010399
"CID.4134","REP-2","2014-10-13","MISC","no","Midwest","Retail","<1","No",1090,0.108462479431182
"CID.4135","REP-2","2015-04-11","Tech Question","no","West","Academic","25-50","No",1030,0.262352413265035
"CID.4136","REP-26","2014-05-25","MISC","no","Midwest","Sales","50+","No",1980,0.252476297318935
"CID.4137","REP-21","2014-12-22","Billing","no","Midwest","None","10-25","No",700,0.496354795992374
"CID.4138","REP-9","2014-09-04","Billing","yes","Midwest","Utility","10-25","No",950,0.284528543241322
"CID.4139","REP-18","2015-01-07","MISC","no","East","Retail","10-25","No",270,0.101009497884661
"CID.4140","REP-3","2015-02-09","Billing","no","Midwest","Utility","25-50","No",3810,0.63834866671823
"CID.4141","REP-18","2014-12-02","Pricing","yes","East","Sales","<1","No",2660,0.933569694170728
"CID.4142","REP-16","2015-02-25","Product Information","yes","East","Utility","50+","No",3290,0.947472051950172
"CID.4143","REP-5","2015-04-22","Pricing","no","Midwest","None","<1","No",3830,0.0184911990072578
"CID.4144","REP-8","2014-08-29","Billing","no","East","Govt","50+","No",2190,0.503297361545265
"CID.4145","REP-30","2014-07-18","Billing","yes","West","None","10-25","No",2780,0.854253757279366
"CID.4146","REP-35","2014-07-25","Product Information","no","West","Govt","<1","No",1540,0.124936926411465
"CID.4147","REP-32","2014-11-03","Pricing","yes","Midwest","Utility","25-50","No",1360,0.637734707677737
"CID.4148","REP-3","2014-11-17","Billing","yes","Midwest","Sales","<1","No",3830,0.679958638036624
"CID.4149","REP-3","2014-07-12","Product Information","yes","Midwest","Academic","<1","No",3670,0.843637836398557
"CID.4150","REP-32","2014-09-26","Billing","no","Midwest","Retail","10-25","No",2570,0.797021005768329
"CID.4151","REP-30","2015-04-04","Product Information","yes","East","Sales","<1","No",3590,0.522815449163318
"CID.4152","REP-4","2014-06-20","Pricing","yes","Midwest","Govt","6-10","No",3880,0.170193233760074
"CID.4153","REP-30","2015-03-31","Pricing","yes","Midwest","Sales","10-25","No",2980,0.264037701301277
"CID.4154","REP-4","2015-03-25","Tech Question","no","Midwest","Utility","10-25","Yes",1200,0.56782441562973
"CID.4155","REP-19","2014-06-23","Billing","no","East","Sales","6-10","Yes",2110,0.950279342476279
"CID.4156","REP-30","2014-06-30","Product Information","no","Midwest","Academic","10-25","No",1450,0.408971086144447
"CID.4157","REP-10","2014-06-20","MISC","no","Midwest","None","1-5","No",3540,0.694791012210771
"CID.4158","REP-33","2015-02-22","MISC","no","East","Sales","10-25","No",1100,0.972601413261145
"CID.4159","REP-25","2014-10-20","Pricing","yes","East","Retail","<1","No",3760,0.0648368007969111
